规则,级别,标的,数量,说明,样例
报告期存在重述,提示,600221.SSE,14,"Balance 有 14 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600221.SSE,26,"Income 有 26 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600221.SSE,24,"CashFlow 有 24 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600221.SSE,14,"PershareIndex 有 14 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600233.SSE,9,"Balance 有 9 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600233.SSE,31,"Income 有 31 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600233.SSE,20,"CashFlow 有 20 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600233.SSE,9,"PershareIndex 有 9 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600276.SSE,8,"Balance 有 8 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600276.SSE,55,"Income 有 55 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600276.SSE,8,"CashFlow 有 8 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600276.SSE,15,"PershareIndex 有 15 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600309.SSE,32,"Balance 有 32 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600309.SSE,32,"Income 有 32 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600309.SSE,8,"CashFlow 有 8 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600309.SSE,14,"PershareIndex 有 14 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600346.SSE,42,"Balance 有 42 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600346.SSE,29,"Income 有 29 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600346.SSE,19,"CashFlow 有 19 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600346.SSE,8,"PershareIndex 有 8 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600362.SSE,57,"Balance 有 57 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600362.SSE,36,"Income 有 36 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600362.SSE,31,"CashFlow 有 31 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600362.SSE,10,"PershareIndex 有 10 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600372.SSE,35,"Balance 有 35 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600372.SSE,49,"Income 有 49 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600372.SSE,24,"CashFlow 有 24 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600372.SSE,10,"PershareIndex 有 10 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600406.SSE,27,"Balance 有 27 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600406.SSE,56,"Income 有 56 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600406.SSE,36,"CashFlow 有 36 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600406.SSE,14,"PershareIndex 有 14 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600415.SSE,4,"Balance 有 4 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600415.SSE,33,"Income 有 33 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600415.SSE,16,"CashFlow 有 16 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600415.SSE,11,"PershareIndex 有 11 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600426.SSE,35,"Balance 有 35 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600426.SSE,34,"Income 有 34 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600426.SSE,10,"CashFlow 有 10 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600426.SSE,12,"PershareIndex 有 12 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600436.SSE,15,"Balance 有 15 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600436.SSE,34,"Income 有 34 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600436.SSE,11,"CashFlow 有 11 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600436.SSE,9,"PershareIndex 有 9 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600438.SSE,28,"Balance 有 28 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600438.SSE,32,"Income 有 32 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600438.SSE,19,"CashFlow 有 19 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600438.SSE,10,"PershareIndex 有 10 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600460.SSE,6,"Balance 有 6 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600460.SSE,28,"Income 有 28 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600460.SSE,3,"CashFlow 有 3 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600460.SSE,6,"PershareIndex 有 6 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600482.SSE,25,"Balance 有 25 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600482.SSE,34,"Income 有 34 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600482.SSE,27,"CashFlow 有 27 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600482.SSE,15,"PershareIndex 有 15 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600489.SSE,34,"Balance 有 34 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600489.SSE,43,"Income 有 43 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600489.SSE,37,"CashFlow 有 37 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600489.SSE,11,"PershareIndex 有 11 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600515.SSE,39,"Balance 有 39 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600515.SSE,43,"Income 有 43 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600515.SSE,25,"CashFlow 有 25 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600515.SSE,15,"PershareIndex 有 15 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600519.SSE,3,"Balance 有 3 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600519.SSE,22,"Income 有 22 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600519.SSE,4,"CashFlow 有 4 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600519.SSE,6,"PershareIndex 有 6 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600522.SSE,32,"Balance 有 32 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600522.SSE,56,"Income 有 56 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600522.SSE,34,"CashFlow 有 34 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600522.SSE,22,"PershareIndex 有 22 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600547.SSE,42,"Balance 有 42 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600547.SSE,40,"Income 有 40 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600547.SSE,16,"CashFlow 有 16 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600547.SSE,12,"PershareIndex 有 12 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600549.SSE,31,"Balance 有 31 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600549.SSE,36,"Income 有 36 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600549.SSE,21,"CashFlow 有 21 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600549.SSE,12,"PershareIndex 有 12 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600570.SSE,7,"Balance 有 7 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600570.SSE,39,"Income 有 39 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600570.SSE,5,"CashFlow 有 5 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600570.SSE,12,"PershareIndex 有 12 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600584.SSE,20,"Balance 有 20 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600584.SSE,24,"Income 有 24 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600584.SSE,10,"CashFlow 有 10 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600584.SSE,5,"PershareIndex 有 5 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600585.SSE,32,"Balance 有 32 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600585.SSE,34,"Income 有 34 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600585.SSE,23,"CashFlow 有 23 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600585.SSE,7,"PershareIndex 有 7 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,600588.SSE,15,"Balance 有 15 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
